vtkOriginalIndices,Displacement:0,Displacement:1,Points:0,Points:1,Points:2,__vtkIsSelected__,arc_length,vtkValidPointMask
330,1.30867e-06,1.73766e-09,1,3.3,0,0,3.3,1
331,1.31193e-06,1.74477e-09,1,3.31,0,0,3.31,1
332,1.31518e-06,1.75188e-09,1,3.32,0,0,3.32,1
333,1.31844e-06,1.75899e-09,1,3.33,0,0,3.33,1
334,1.3217e-06,1.76609e-09,1,3.34,0,0,3.34,1
335,1.32495e-06,1.7732e-09,1,3.35,0,0,3.35,1
336,1.32821e-06,1.78031e-09,1,3.36,0,0,3.36,1
337,1.33147e-06,1.78742e-09,1,3.37,0,0,3.37,1
338,1.33472e-06,1.79453e-09,1,3.38,0,0,3.38,1
339,1.33798e-06,1.80164e-09,1,3.39,0,0,3.39,1
340,1.34124e-06,1.80875e-09,1,3.4,0,0,3.4,1
341,1.34449e-06,1.81586e-09,1,3.41,0,0,3.41,1
342,1.34775e-06,1.82297e-09,1,3.42,0,0,3.42,1
343,1.35101e-06,1.83007e-09,1,3.43,0,0,3.43,1
344,1.35426e-06,1.83718e-09,1,3.44,0,0,3.44,1
345,1.35752e-06,1.84429e-09,1,3.45,0,0,3.45,1
346,1.36078e-06,1.8514e-09,1,3.46,0,0,3.46,1
347,1.36403e-06,1.85851e-09,1,3.47,0,0,3.47,1
348,1.36729e-06,1.86562e-09,1,3.48,0,0,3.48,1
349,1.37055e-06,1.87273e-09,1,3.49,0,0,3.49,1
350,1.3738e-06,1.87984e-09,1,3.5,0,0,3.5,1
351,1.37706e-06,1.88696e-09,1,3.51,0,0,3.51,1
352,1.38032e-06,1.89407e-09,1,3.52,0,0,3.52,1
353,1.38358e-06,1.90118e-09,1,3.53,0,0,3.53,1
354,1.38683e-06,1.90829e-09,1,3.54,0,0,3.54,1
355,1.39009e-06,1.9154e-09,1,3.55,0,0,3.55,1
356,1.39335e-06,1.92251e-09,1,3.56,0,0,3.56,1
357,1.3966e-06,1.92962e-09,1,3.57,0,0,3.57,1
358,1.39986e-06,1.93673e-09,1,3.58,0,0,3.58,1
359,1.40312e-06,1.94384e-09,1,3.59,0,0,3.59,1
360,1.40637e-06,1.95096e-09,1,3.6,0,0,3.6,1
361,1.40963e-06,1.95807e-09,1,3.61,0,0,3.61,1
362,1.41289e-06,1.96518e-09,1,3.62,0,0,3.62,1
363,1.41614e-06,1.97229e-09,1,3.63,0,0,3.63,1
364,1.4194e-06,1.9794e-09,1,3.64,0,0,3.64,1
365,1.42266e-06,1.98652e-09,1,3.65,0,0,3.65,1
366,1.42591e-06,1.99363e-09,1,3.66,0,0,3.66,1
367,1.42917e-06,2.00074e-09,1,3.67,0,0,3.67,1
368,1.43243e-06,2.00785e-09,1,3.68,0,0,3.68,1
369,1.43568e-06,2.01497e-09,1,3.69,0,0,3.69,1
370,1.43894e-06,2.02208e-09,1,3.7,0,0,3.7,1
371,1.4422e-06,2.02919e-09,1,3.71,0,0,3.71,1
372,1.44546e-06,2.03631e-09,1,3.72,0,0,3.72,1
373,1.44871e-06,2.04342e-09,1,3.73,0,0,3.73,1
374,1.45197e-06,2.05053e-09,1,3.74,0,0,3.74,1
375,1.45523e-06,2.05765e-09,1,3.75,0,0,3.75,1
376,1.45848e-06,2.06476e-09,1,3.76,0,0,3.76,1
377,1.46174e-06,2.07187e-09,1,3.77,0,0,3.77,1
378,1.465e-06,2.07899e-09,1,3.78,0,0,3.78,1
379,1.46825e-06,2.0861e-09,1,3.79,0,0,3.79,1
380,1.47151e-06,2.09322e-09,1,3.8,0,0,3.8,1
381,1.47477e-06,2.10033e-09,1,3.81,0,0,3.81,1
382,1.47802e-06,2.10745e-09,1,3.82,0,0,3.82,1
383,1.48128e-06,2.11456e-09,1,3.83,0,0,3.83,1
384,1.48454e-06,2.12167e-09,1,3.84,0,0,3.84,1
385,1.48779e-06,2.12879e-09,1,3.85,0,0,3.85,1
386,1.49105e-06,2.1359e-09,1,3.86,0,0,3.86,1
387,1.49431e-06,2.14302e-09,1,3.87,0,0,3.87,1
388,1.49756e-06,2.15013e-09,1,3.88,0,0,3.88,1
389,1.50082e-06,2.15725e-09,1,3.89,0,0,3.89,1
390,1.50408e-06,2.16437e-09,1,3.9,0,0,3.9,1
391,1.50734e-06,2.17148e-09,1,3.91,0,0,3.91,1
392,1.51059e-06,2.1786e-09,1,3.92,0,0,3.92,1
393,1.51385e-06,2.18571e-09,1,3.93,0,0,3.93,1
394,1.51711e-06,2.19283e-09,1,3.94,0,0,3.94,1
395,1.52036e-06,2.19995e-09,1,3.95,0,0,3.95,1
396,1.52362e-06,2.20706e-09,1,3.96,0,0,3.96,1
397,1.5266e-06,2.21232e-09,1,3.97,0,0,3.97,1
398,1.52942e-06,2.21645e-09,1,3.98,0,0,3.98,1
399,1.53224e-06,2.22058e-09,1,3.99,0,0,3.99,1
400,1.53505e-06,2.22472e-09,1,4,0,0,4,1
401,1.53787e-06,2.22885e-09,1,4.01,0,0,4.01,1
402,1.54069e-06,2.23298e-09,1,4.02,0,0,4.02,1
403,1.5435e-06,2.23711e-09,1,4.03,0,0,4.03,1
404,1.54632e-06,2.24124e-09,1,4.04,0,0,4.04,1
405,1.54913e-06,2.24537e-09,1,4.05,0,0,4.05,1
406,1.55195e-06,2.2495e-09,1,4.06,0,0,4.06,1
407,1.55477e-06,2.25364e-09,1,4.07,0,0,4.07,1
408,1.55758e-06,2.25777e-09,1,4.08,0,0,4.08,1
409,1.5604e-06,2.2619e-09,1,4.09,0,0,4.09,1
410,1.56322e-06,2.26603e-09,1,4.1,0,0,4.1,1
411,1.56603e-06,2.27016e-09,1,4.11,0,0,4.11,1
412,1.56885e-06,2.27429e-09,1,4.12,0,0,4.12,1
413,1.57167e-06,2.27843e-09,1,4.13,0,0,4.13,1
414,1.57448e-06,2.28256e-09,1,4.14,0,0,4.14,1
415,1.5773e-06,2.28669e-09,1,4.15,0,0,4.15,1
416,1.58012e-06,2.29082e-09,1,4.16,0,0,4.16,1
417,1.58293e-06,2.29495e-09,1,4.17,0,0,4.17,1
418,1.58575e-06,2.29908e-09,1,4.18,0,0,4.18,1
419,1.58857e-06,2.30322e-09,1,4.19,0,0,4.19,1
420,1.59138e-06,2.30735e-09,1,4.2,0,0,4.2,1
421,1.5942e-06,2.31148e-09,1,4.21,0,0,4.21,1
422,1.59702e-06,2.31561e-09,1,4.22,0,0,4.22,1
423,1.59983e-06,2.31974e-09,1,4.23,0,0,4.23,1
424,1.60265e-06,2.32387e-09,1,4.24,0,0,4.24,1
425,1.60547e-06,2.32801e-09,1,4.25,0,0,4.25,1
426,1.60828e-06,2.33214e-09,1,4.26,0,0,4.26,1
427,1.6111e-06,2.33627e-09,1,4.27,0,0,4.27,1
428,1.61391e-06,2.3404e-09,1,4.28,0,0,4.28,1
429,1.61673e-06,2.34453e-09,1,4.29,0,0,4.29,1
430,1.61955e-06,2.34867e-09,1,4.3,0,0,4.3,1
431,1.62236e-06,2.3528e-09,1,4.31,0,0,4.31,1
432,1.62518e-06,2.35693e-09,1,4.32,0,0,4.32,1
433,1.628e-06,2.36106e-09,1,4.33,0,0,4.33,1
434,1.63081e-06,2.36519e-09,1,4.34,0,0,4.34,1
435,1.63363e-06,2.36932e-09,1,4.35,0,0,4.35,1
436,1.63645e-06,2.37346e-09,1,4.36,0,0,4.36,1
437,1.63926e-06,2.37759e-09,1,4.37,0,0,4.37,1
438,1.64208e-06,2.38172e-09,1,4.38,0,0,4.38,1
439,1.6449e-06,2.38585e-09,1,4.39,0,0,4.39,1
440,1.64771e-06,2.38998e-09,1,4.4,0,0,4.4,1
441,1.65053e-06,2.39412e-09,1,4.41,0,0,4.41,1
442,1.65335e-06,2.39825e-09,1,4.42,0,0,4.42,1
443,1.65616e-06,2.40238e-09,1,4.43,0,0,4.43,1
444,1.65898e-06,2.40651e-09,1,4.44,0,0,4.44,1
445,1.6618e-06,2.41065e-09,1,4.45,0,0,4.45,1
446,1.66459e-06,2.41696e-09,1,4.46,0,0,4.46,1
447,1.6674e-06,2.42109e-09,1,4.47,0,0,4.47,1
448,1.67022e-06,2.42522e-09,1,4.48,0,0,4.48,1
449,1.67304e-06,2.42934e-09,1,4.49,0,0,4.49,1
450,1.67585e-06,2.43347e-09,1,4.5,0,0,4.5,1
451,1.67867e-06,2.4376e-09,1,4.51,0,0,4.51,1
452,1.68149e-06,2.44172e-09,1,4.52,0,0,4.52,1
453,1.6843e-06,2.44585e-09,1,4.53,0,0,4.53,1
454,1.68712e-06,2.44998e-09,1,4.54,0,0,4.54,1
455,1.68994e-06,2.4541e-09,1,4.55,0,0,4.55,1
456,1.69275e-06,2.45823e-09,1,4.56,0,0,4.56,1
457,1.69557e-06,2.46236e-09,1,4.57,0,0,4.57,1
458,1.69838e-06,2.46648e-09,1,4.58,0,0,4.58,1
459,1.7012e-06,2.47061e-09,1,4.59,0,0,4.59,1
460,1.70402e-06,2.47474e-09,1,4.6,0,0,4.6,1
461,1.70684e-06,2.47886e-09,1,4.61,0,0,4.61,1
462,1.70965e-06,2.48299e-09,1,4.62,0,0,4.62,1
463,1.71247e-06,2.48712e-09,1,4.63,0,0,4.63,1
464,1.71528e-06,2.49124e-09,1,4.64,0,0,4.64,1
465,1.7181e-06,2.49537e-09,1,4.65,0,0,4.65,1
466,1.72092e-06,2.4995e-09,1,4.66,0,0,4.66,1
467,1.72373e-06,2.50362e-09,1,4.67,0,0,4.67,1
468,1.72655e-06,2.50775e-09,1,4.68,0,0,4.68,1
469,1.72937e-06,2.51187e-09,1,4.69,0,0,4.69,1
470,1.73218e-06,2.516e-09,1,4.7,0,0,4.7,1
471,1.735e-06,2.52013e-09,1,4.71,0,0,4.71,1
472,1.73782e-06,2.52425e-09,1,4.72,0,0,4.72,1
473,1.74063e-06,2.52838e-09,1,4.73,0,0,4.73,1
474,1.74345e-06,2.53251e-09,1,4.74,0,0,4.74,1
475,1.74627e-06,2.53663e-09,1,4.75,0,0,4.75,1
476,1.74908e-06,2.54076e-09,1,4.76,0,0,4.76,1
477,1.7519e-06,2.54488e-09,1,4.77,0,0,4.77,1
478,1.75472e-06,2.54901e-09,1,4.78,0,0,4.78,1
479,1.75753e-06,2.55314e-09,1,4.79,0,0,4.79,1
480,1.76035e-06,2.55726e-09,1,4.8,0,0,4.8,1
481,1.76317e-06,2.56139e-09,1,4.81,0,0,4.81,1
482,1.76598e-06,2.56552e-09,1,4.82,0,0,4.82,1
483,1.7688e-06,2.56964e-09,1,4.83,0,0,4.83,1
484,1.77162e-06,2.57377e-09,1,4.84,0,0,4.84,1
485,1.77443e-06,2.57789e-09,1,4.85,0,0,4.85,1
486,1.77725e-06,2.58202e-09,1,4.86,0,0,4.86,1
487,1.78007e-06,2.58615e-09,1,4.87,0,0,4.87,1
488,1.78288e-06,2.59027e-09,1,4.88,0,0,4.88,1
489,1.7857e-06,2.5944e-09,1,4.89,0,0,4.89,1
490,1.78852e-06,2.59852e-09,1,4.9,0,0,4.9,1
491,1.79133e-06,2.60265e-09,1,4.91,0,0,4.91,1
492,1.79415e-06,2.60678e-09,1,4.92,0,0,4.92,1
493,1.79697e-06,2.6109e-09,1,4.93,0,0,4.93,1
494,1.79978e-06,2.61503e-09,1,4.94,0,0,4.94,1
495,1.8026e-06,2.61915e-09,1,4.95,0,0,4.95,1
496,1.80511e-06,2.62411e-09,1,4.96,0,0,4.96,1
497,1.80747e-06,2.62947e-09,1,4.97,0,0,4.97,1
498,1.80983e-06,2.63484e-09,1,4.98,0,0,4.98,1
499,1.81219e-06,2.6402e-09,1,4.99,0,0,4.99,1
500,1.81456e-06,2.64557e-09,1,5,0,0,5,1
501,1.81692e-06,2.65093e-09,1,5.01,0,0,5.01,1
502,1.81928e-06,2.65629e-09,1,5.02,0,0,5.02,1
503,1.82164e-06,2.66166e-09,1,5.03,0,0,5.03,1
504,1.824e-06,2.66702e-09,1,5.04,0,0,5.04,1
505,1.82636e-06,2.67239e-09,1,5.05,0,0,5.05,1
506,1.82872e-06,2.67775e-09,1,5.06,0,0,5.06,1
507,1.83108e-06,2.68311e-09,1,5.07,0,0,5.07,1
508,1.83344e-06,2.68848e-09,1,5.08,0,0,5.08,1
509,1.8358e-06,2.69384e-09,1,5.09,0,0,5.09,1
510,1.83816e-06,2.6992e-09,1,5.1,0,0,5.1,1
511,1.84053e-06,2.70457e-09,1,5.11,0,0,5.11,1
512,1.84289e-06,2.70993e-09,1,5.12,0,0,5.12,1
513,1.84525e-06,2.71529e-09,1,5.13,0,0,5.13,1
514,1.84761e-06,2.72066e-09,1,5.14,0,0,5.14,1
515,1.84997e-06,2.72602e-09,1,5.15,0,0,5.15,1
516,1.85233e-06,2.73138e-09,1,5.16,0,0,5.16,1
517,1.85469e-06,2.73675e-09,1,5.17,0,0,5.17,1
518,1.85705e-06,2.74211e-09,1,5.18,0,0,5.18,1
519,1.85941e-06,2.74747e-09,1,5.19,0,0,5.19,1
520,1.86177e-06,2.75284e-09,1,5.2,0,0,5.2,1
521,1.86414e-06,2.7582e-09,1,5.21,0,0,5.21,1
522,1.8665e-06,2.76356e-09,1,5.22,0,0,5.22,1
523,1.86886e-06,2.76893e-09,1,5.23,0,0,5.23,1
524,1.87122e-06,2.77429e-09,1,5.24,0,0,5.24,1
525,1.87358e-06,2.77965e-09,1,5.25,0,0,5.25,1
526,1.87594e-06,2.78501e-09,1,5.26,0,0,5.26,1
527,1.8783e-06,2.79038e-09,1,5.27,0,0,5.27,1
528,1.88066e-06,2.79574e-09,1,5.28,0,0,5.28,1
529,1.88302e-06,2.8011e-09,1,5.29,0,0,5.29,1
530,1.88538e-06,2.80647e-09,1,5.3,0,0,5.3,1
531,1.88774e-06,2.81183e-09,1,5.31,0,0,5.31,1
532,1.89011e-06,2.81719e-09,1,5.32,0,0,5.32,1
533,1.89247e-06,2.82255e-09,1,5.33,0,0,5.33,1
534,1.89483e-06,2.82792e-09,1,5.34,0,0,5.34,1
535,1.89719e-06,2.83328e-09,1,5.35,0,0,5.35,1
536,1.89955e-06,2.83864e-09,1,5.36,0,0,5.36,1
537,1.90191e-06,2.844e-09,1,5.37,0,0,5.37,1
538,1.90427e-06,2.84937e-09,1,5.38,0,0,5.38,1
539,1.90663e-06,2.85473e-09,1,5.39,0,0,5.39,1
540,1.90899e-06,2.86009e-09,1,5.4,0,0,5.4,1
541,1.91135e-06,2.86545e-09,1,5.41,0,0,5.41,1
542,1.91372e-06,2.87082e-09,1,5.42,0,0,5.42,1
543,1.91608e-06,2.87618e-09,1,5.43,0,0,5.43,1
544,1.91844e-06,2.88154e-09,1,5.44,0,0,5.44,1
545,1.9208e-06,2.8869e-09,1,5.45,0,0,5.45,1
546,1.92316e-06,2.89227e-09,1,5.46,0,0,5.46,1
547,1.92552e-06,2.89763e-09,1,5.47,0,0,5.47,1
548,1.92788e-06,2.90299e-09,1,5.48,0,0,5.48,1
549,1.93024e-06,2.90835e-09,1,5.49,0,0,5.49,1
550,1.9326e-06,2.91371e-09,1,5.5,0,0,5.5,1
551,1.93496e-06,2.91908e-09,1,5.51,0,0,5.51,1
552,1.93732e-06,2.92444e-09,1,5.52,0,0,5.52,1
553,1.93969e-06,2.9298e-09,1,5.53,0,0,5.53,1
554,1.94205e-06,2.93516e-09,1,5.54,0,0,5.54,1
555,1.94441e-06,2.94052e-09,1,5.55,0,0,5.55,1
556,1.94677e-06,2.94589e-09,1,5.56,0,0,5.56,1
557,1.94913e-06,2.95125e-09,1,5.57,0,0,5.57,1
558,1.95149e-06,2.95661e-09,1,5.58,0,0,5.58,1
559,1.95385e-06,2.96197e-09,1,5.59,0,0,5.59,1
560,1.95621e-06,2.96733e-09,1,5.6,0,0,5.6,1
561,1.95857e-06,2.97269e-09,1,5.61,0,0,5.61,1
562,1.96093e-06,2.97806e-09,1,5.62,0,0,5.62,1
563,1.9633e-06,2.98342e-09,1,5.63,0,0,5.63,1
564,1.96566e-06,2.98878e-09,1,5.64,0,0,5.64,1
565,1.96802e-06,2.99414e-09,1,5.65,0,0,5.65,1
566,1.97038e-06,2.9995e-09,1,5.66,0,0,5.66,1
567,1.97274e-06,3.00486e-09,1,5.67,0,0,5.67,1
568,1.9751e-06,3.01023e-09,1,5.68,0,0,5.68,1
569,1.97746e-06,3.01559e-09,1,5.69,0,0,5.69,1
570,1.97982e-06,3.02095e-09,1,5.7,0,0,5.7,1
571,1.98218e-06,3.02631e-09,1,5.71,0,0,5.71,1
572,1.98454e-06,3.03167e-09,1,5.72,0,0,5.72,1
573,1.9869e-06,3.03703e-09,1,5.73,0,0,5.73,1
574,1.98927e-06,3.04239e-09,1,5.74,0,0,5.74,1
575,1.99163e-06,3.04775e-09,1,5.75,0,0,5.75,1
576,1.99399e-06,3.05312e-09,1,5.76,0,0,5.76,1
577,1.99635e-06,3.05848e-09,1,5.77,0,0,5.77,1
578,1.99871e-06,3.06384e-09,1,5.78,0,0,5.78,1
579,2.00107e-06,3.0692e-09,1,5.79,0,0,5.79,1
580,2.00343e-06,3.07456e-09,1,5.8,0,0,5.8,1
581,2.00579e-06,3.07992e-09,1,5.81,0,0,5.81,1
582,2.00815e-06,3.08528e-09,1,5.82,0,0,5.82,1
583,2.01051e-06,3.09064e-09,1,5.83,0,0,5.83,1
584,2.01287e-06,3.096e-09,1,5.84,0,0,5.84,1
585,2.01524e-06,3.10136e-09,1,5.85,0,0,5.85,1
586,2.0176e-06,3.10673e-09,1,5.86,0,0,5.86,1
587,2.01996e-06,3.11209e-09,1,5.87,0,0,5.87,1
588,2.02232e-06,3.11745e-09,1,5.88,0,0,5.88,1
589,2.02468e-06,3.12281e-09,1,5.89,0,0,5.89,1
590,2.02704e-06,3.12817e-09,1,5.9,0,0,5.9,1
591,2.0294e-06,3.13353e-09,1,5.91,0,0,5.91,1
592,2.03176e-06,3.13889e-09,1,5.92,0,0,5.92,1
593,2.03412e-06,3.14425e-09,1,5.93,0,0,5.93,1
594,2.03648e-06,3.14961e-09,1,5.94,0,0,5.94,1
595,2.03884e-06,3.15497e-09,1,5.95,0,0,5.95,1
596,2.04121e-06,3.16033e-09,1,5.96,0,0,5.96,1
597,2.04321e-06,3.16152e-09,1,5.97,0,0,5.97,1
598,2.04511e-06,3.1615e-09,1,5.98,0,0,5.98,1
599,2.04701e-06,3.16148e-09,1,5.99,0,0,5.99,1
600,2.04891e-06,3.16146e-09,1,6,0,0,6,1
601,2.05081e-06,3.16144e-09,1,6.01,0,0,6.01,1
602,2.05271e-06,3.16143e-09,1,6.02,0,0,6.02,1
603,2.05461e-06,3.16141e-09,1,6.03,0,0,6.03,1
604,2.05651e-06,3.16139e-09,1,6.04,0,0,6.04,1
605,2.05841e-06,3.16137e-09,1,6.05,0,0,6.05,1
606,2.06031e-06,3.16135e-09,1,6.06,0,0,6.06,1
607,2.06221e-06,3.16133e-09,1,6.07,0,0,6.07,1
608,2.06411e-06,3.16131e-09,1,6.08,0,0,6.08,1
609,2.06601e-06,3.1613e-09,1,6.09,0,0,6.09,1
610,2.06791e-06,3.16128e-09,1,6.1,0,0,6.1,1
611,2.06982e-06,3.16126e-09,1,6.11,0,0,6.11,1
612,2.07172e-06,3.16124e-09,1,6.12,0,0,6.12,1
613,2.07362e-06,3.16122e-09,1,6.13,0,0,6.13,1
614,2.07552e-06,3.1612e-09,1,6.14,0,0,6.14,1
615,2.07742e-06,3.16118e-09,1,6.15,0,0,6.15,1
616,2.07932e-06,3.16117e-09,1,6.16,0,0,6.16,1
617,2.08122e-06,3.16115e-09,1,6.17,0,0,6.17,1
618,2.08312e-06,3.16113e-09,1,6.18,0,0,6.18,1
619,2.08502e-06,3.16111e-09,1,6.19,0,0,6.19,1
620,2.08692e-06,3.16109e-09,1,6.2,0,0,6.2,1
621,2.08882e-06,3.16107e-09,1,6.21,0,0,6.21,1
622,2.09072e-06,3.16105e-09,1,6.22,0,0,6.22,1
623,2.09262e-06,3.16104e-09,1,6.23,0,0,6.23,1
624,2.09452e-06,3.16102e-09,1,6.24,0,0,6.24,1
625,2.09642e-06,3.161e-09,1,6.25,0,0,6.25,1
626,2.09832e-06,3.16098e-09,1,6.26,0,0,6.26,1
627,2.10022e-06,3.16096e-09,1,6.27,0,0,6.27,1
628,2.10212e-06,3.16094e-09,1,6.28,0,0,6.28,1
629,2.10402e-06,3.16092e-09,1,6.29,0,0,6.29,1
630,2.10592e-06,3.16091e-09,1,6.3,0,0,6.3,1
631,2.10782e-06,3.16089e-09,1,6.31,0,0,6.31,1
632,2.10972e-06,3.16087e-09,1,6.32,0,0,6.32,1
633,2.11162e-06,3.16085e-09,1,6.33,0,0,6.33,1
634,2.11352e-06,3.16083e-09,1,6.34,0,0,6.34,1
635,2.11542e-06,3.16081e-09,1,6.35,0,0,6.35,1
636,2.11732e-06,3.16079e-09,1,6.36,0,0,6.36,1
637,2.11922e-06,3.16078e-09,1,6.37,0,0,6.37,1
638,2.12113e-06,3.16076e-09,1,6.38,0,0,6.38,1
639,2.12303e-06,3.16074e-09,1,6.39,0,0,6.39,1
640,2.12493e-06,3.16072e-09,1,6.4,0,0,6.4,1
641,2.12683e-06,3.1607e-09,1,6.41,0,0,6.41,1
642,2.12873e-06,3.16068e-09,1,6.42,0,0,6.42,1
643,2.13063e-06,3.16066e-09,1,6.43,0,0,6.43,1
644,2.13253e-06,3.16065e-09,1,6.44,0,0,6.44,1
645,2.13443e-06,3.16063e-09,1,6.45,0,0,6.45,1
646,2.13633e-06,3.16061e-09,1,6.46,0,0,6.46,1
647,2.13823e-06,3.16059e-09,1,6.47,0,0,6.47,1
648,2.14013e-06,3.16057e-09,1,6.48,0,0,6.48,1
649,2.14203e-06,3.16055e-09,1,6.49,0,0,6.49,1
650,2.14393e-06,3.16053e-09,1,6.5,0,0,6.5,1
651,2.14583e-06,3.16052e-09,1,6.51,0,0,6.51,1
652,2.14773e-06,3.1605e-09,1,6.52,0,0,6.52,1
653,2.14963e-06,3.16048e-09,1,6.53,0,0,6.53,1
654,2.15153e-06,3.16046e-09,1,6.54,0,0,6.54,1
655,2.15343e-06,3.16044e-09,1,6.55,0,0,6.55,1
656,2.15533e-06,3.16042e-09,1,6.56,0,0,6.56,1
657,2.15723e-06,3.1604e-09,1,6.57,0,0,6.57,1
658,2.15913e-06,3.16039e-09,1,6.58,0,0,6.58,1
659,2.16103e-06,3.16037e-09,1,6.59,0,0,6.59,1
660,2.16293e-06,3.16035e-09,1,6.6,0,0,6.6,1
661,2.16483e-06,3.16033e-09,1,6.61,0,0,6.61,1
662,2.16673e-06,3.16031e-09,1,6.62,0,0,6.62,1
663,2.16864e-06,3.16029e-09,1,6.63,0,0,6.63,1
664,2.17054e-06,3.16027e-09,1,6.64,0,0,6.64,1
665,2.17244e-06,3.16026e-09,1,6.65,0,0,6.65,1
