vtkOriginalIndices,Displacement:0,Displacement:1,Points:0,Points:1,Points:2,__vtkIsSelected__,arc_length,vtkValidPointMask
666,2.17434e-06,3.16024e-09,1,6.66,0,0,6.66,1
667,2.17624e-06,3.16022e-09,1,6.67,0,0,6.67,1
668,2.17814e-06,3.1602e-09,1,6.68,0,0,6.68,1
669,2.18004e-06,3.16018e-09,1,6.69,0,0,6.69,1
670,2.18194e-06,3.16016e-09,1,6.7,0,0,6.7,1
671,2.18384e-06,3.16014e-09,1,6.71,0,0,6.71,1
672,2.18574e-06,3.16013e-09,1,6.72,0,0,6.72,1
673,2.18764e-06,3.16011e-09,1,6.73,0,0,6.73,1
674,2.18954e-06,3.16009e-09,1,6.74,0,0,6.74,1
675,2.19144e-06,3.16007e-09,1,6.75,0,0,6.75,1
676,2.19334e-06,3.16005e-09,1,6.76,0,0,6.76,1
677,2.19524e-06,3.16003e-09,1,6.77,0,0,6.77,1
678,2.19714e-06,3.16001e-09,1,6.78,0,0,6.78,1
679,2.19904e-06,3.16e-09,1,6.79,0,0,6.79,1
680,2.20094e-06,3.15998e-09,1,6.8,0,0,6.8,1
681,2.20284e-06,3.15996e-09,1,6.81,0,0,6.81,1
682,2.20474e-06,3.15994e-09,1,6.82,0,0,6.82,1
683,2.20664e-06,3.15992e-09,1,6.83,0,0,6.83,1
684,2.20854e-06,3.1599e-09,1,6.84,0,0,6.84,1
685,2.21044e-06,3.15988e-09,1,6.85,0,0,6.85,1
686,2.21234e-06,3.15987e-09,1,6.86,0,0,6.86,1
687,2.21424e-06,3.15985e-09,1,6.87,0,0,6.87,1
688,2.21614e-06,3.15983e-09,1,6.88,0,0,6.88,1
689,2.21805e-06,3.15981e-09,1,6.89,0,0,6.89,1
690,2.21996e-06,3.16029e-09,1,6.9,0,0,6.9,1
691,2.22155e-06,3.14714e-09,1,6.91,0,0,6.91,1
692,2.22313e-06,3.134e-09,1,6.92,0,0,6.92,1
693,2.22472e-06,3.12086e-09,1,6.93,0,0,6.93,1
694,2.22631e-06,3.10772e-09,1,6.94,0,0,6.94,1
695,2.2279e-06,3.09458e-09,1,6.95,0,0,6.95,1
696,2.22949e-06,3.08145e-09,1,6.96,0,0,6.96,1
697,2.23107e-06,3.06831e-09,1,6.97,0,0,6.97,1
698,2.23266e-06,3.05518e-09,1,6.98,0,0,6.98,1
699,2.23425e-06,3.04205e-09,1,6.99,0,0,6.99,1
700,2.23584e-06,3.02892e-09,1,7,0,0,7,1
701,2.23742e-06,3.01579e-09,1,7.01,0,0,7.01,1
702,2.23901e-06,3.00267e-09,1,7.02,0,0,7.02,1
703,2.2406e-06,2.98954e-09,1,7.03,0,0,7.03,1
704,2.24219e-06,2.97642e-09,1,7.04,0,0,7.04,1
705,2.24378e-06,2.9633e-09,1,7.05,0,0,7.05,1
706,2.24536e-06,2.95018e-09,1,7.06,0,0,7.06,1
707,2.24695e-06,2.93706e-09,1,7.07,0,0,7.07,1
708,2.24854e-06,2.92394e-09,1,7.08,0,0,7.08,1
709,2.25013e-06,2.91083e-09,1,7.09,0,0,7.09,1
710,2.25171e-06,2.89771e-09,1,7.1,0,0,7.1,1
711,2.2533e-06,2.8846e-09,1,7.11,0,0,7.11,1
712,2.25489e-06,2.87149e-09,1,7.12,0,0,7.12,1
713,2.25648e-06,2.85838e-09,1,7.13,0,0,7.13,1
714,2.25806e-06,2.84527e-09,1,7.14,0,0,7.14,1
715,2.25965e-06,2.83217e-09,1,7.15,0,0,7.15,1
716,2.26124e-06,2.81906e-09,1,7.16,0,0,7.16,1
717,2.26283e-06,2.80596e-09,1,7.17,0,0,7.17,1
718,2.26441e-06,2.79286e-09,1,7.18,0,0,7.18,1
719,2.266e-06,2.77976e-09,1,7.19,0,0,7.19,1
720,2.26759e-06,2.76666e-09,1,7.2,0,0,7.2,1
721,2.26918e-06,2.75357e-09,1,7.21,0,0,7.21,1
722,2.27076e-06,2.74047e-09,1,7.22,0,0,7.22,1
723,2.27235e-06,2.72738e-09,1,7.23,0,0,7.23,1
724,2.27394e-06,2.71429e-09,1,7.24,0,0,7.24,1
725,2.27553e-06,2.7012e-09,1,7.25,0,0,7.25,1
726,2.27711e-06,2.68811e-09,1,7.26,0,0,7.26,1
727,2.2787e-06,2.67502e-09,1,7.27,0,0,7.27,1
728,2.28029e-06,2.66194e-09,1,7.28,0,0,7.28,1
729,2.28187e-06,2.64885e-09,1,7.29,0,0,7.29,1
730,2.28346e-06,2.63577e-09,1,7.3,0,0,7.3,1
731,2.28505e-06,2.62269e-09,1,7.31,0,0,7.31,1
732,2.28664e-06,2.60961e-09,1,7.32,0,0,7.32,1
733,2.28822e-06,2.59653e-09,1,7.33,0,0,7.33,1
734,2.28981e-06,2.58346e-09,1,7.34,0,0,7.34,1
735,2.2914e-06,2.57038e-09,1,7.35,0,0,7.35,1
736,2.29298e-06,2.55731e-09,1,7.36,0,0,7.36,1
737,2.29457e-06,2.54424e-09,1,7.37,0,0,7.37,1
738,2.29616e-06,2.53117e-09,1,7.38,0,0,7.38,1
739,2.29775e-06,2.5181e-09,1,7.39,0,0,7.39,1
740,2.29933e-06,2.50504e-09,1,7.4,0,0,7.4,1
741,2.30092e-06,2.49197e-09,1,7.41,0,0,7.41,1
742,2.30251e-06,2.47891e-09,1,7.42,0,0,7.42,1
743,2.30409e-06,2.46585e-09,1,7.43,0,0,7.43,1
744,2.30568e-06,2.45279e-09,1,7.44,0,0,7.44,1
745,2.30727e-06,2.43973e-09,1,7.45,0,0,7.45,1
746,2.30885e-06,2.42667e-09,1,7.46,0,0,7.46,1
747,2.31044e-06,2.41362e-09,1,7.47,0,0,7.47,1
748,2.31203e-06,2.40056e-09,1,7.48,0,0,7.48,1
749,2.31362e-06,2.38751e-09,1,7.49,0,0,7.49,1
750,2.3152e-06,2.37446e-09,1,7.5,0,0,7.5,1
751,2.31679e-06,2.36141e-09,1,7.51,0,0,7.51,1
752,2.31838e-06,2.34836e-09,1,7.52,0,0,7.52,1
753,2.31996e-06,2.33532e-09,1,7.53,0,0,7.53,1
754,2.32155e-06,2.32227e-09,1,7.54,0,0,7.54,1
755,2.32314e-06,2.30923e-09,1,7.55,0,0,7.55,1
756,2.32472e-06,2.29619e-09,1,7.56,0,0,7.56,1
757,2.32654e-06,2.25552e-09,1,7.57,0,0,7.57,1
758,2.32841e-06,2.20687e-09,1,7.58,0,0,7.58,1
759,2.33025e-06,2.15912e-09,1,7.59,0,0,7.59,1
760,2.33208e-06,2.11226e-09,1,7.6,0,0,7.6,1
761,2.33388e-06,2.06626e-09,1,7.61,0,0,7.61,1
762,2.33566e-06,2.02112e-09,1,7.62,0,0,7.62,1
763,2.33743e-06,1.9768e-09,1,7.63,0,0,7.63,1
764,2.33917e-06,1.93331e-09,1,7.64,0,0,7.64,1
765,2.34089e-06,1.89063e-09,1,7.65,0,0,7.65,1
766,2.3426e-06,1.84873e-09,1,7.66,0,0,7.66,1
767,2.34428e-06,1.80761e-09,1,7.67,0,0,7.67,1
768,2.34595e-06,1.76726e-09,1,7.68,0,0,7.68,1
769,2.3476e-06,1.72765e-09,1,7.69,0,0,7.69,1
770,2.34923e-06,1.68879e-09,1,7.7,0,0,7.7,1
771,2.35084e-06,1.65064e-09,1,7.71,0,0,7.71,1
772,2.35243e-06,1.61321e-09,1,7.72,0,0,7.72,1
773,2.35401e-06,1.57649e-09,1,7.73,0,0,7.73,1
774,2.35557e-06,1.54045e-09,1,7.74,0,0,7.74,1
775,2.35712e-06,1.50509e-09,1,7.75,0,0,7.75,1
776,2.35864e-06,1.47039e-09,1,7.76,0,0,7.76,1
777,2.36016e-06,1.43636e-09,1,7.77,0,0,7.77,1
778,2.36165e-06,1.40297e-09,1,7.78,0,0,7.78,1
779,2.36313e-06,1.37022e-09,1,7.79,0,0,7.79,1
780,2.3646e-06,1.3381e-09,1,7.8,0,0,7.8,1
781,2.36605e-06,1.3066e-09,1,7.81,0,0,7.81,1
782,2.36748e-06,1.2757e-09,1,7.82,0,0,7.82,1
783,2.3689e-06,1.2454e-09,1,7.83,0,0,7.83,1
784,2.37031e-06,1.2157e-09,1,7.84,0,0,7.84,1
785,2.3717e-06,1.18657e-09,1,7.85,0,0,7.85,1
786,2.37308e-06,1.15802e-09,1,7.86,0,0,7.86,1
787,2.37444e-06,1.13004e-09,1,7.87,0,0,7.87,1
788,2.37579e-06,1.10261e-09,1,7.88,0,0,7.88,1
789,2.37713e-06,1.07574e-09,1,7.89,0,0,7.89,1
790,2.37846e-06,1.0494e-09,1,7.9,0,0,7.9,1
791,2.37977e-06,1.02361e-09,1,7.91,0,0,7.91,1
792,2.38106e-06,9.98334e-10,1,7.92,0,0,7.92,1
793,2.38235e-06,9.73583e-10,1,7.93,0,0,7.93,1
794,2.38362e-06,9.49345e-10,1,7.94,0,0,7.94,1
795,2.38488e-06,9.25615e-10,1,7.95,0,0,7.95,1
796,2.38613e-06,9.02383e-10,1,7.96,0,0,7.96,1
797,2.38737e-06,8.79647e-10,1,7.97,0,0,7.97,1
798,2.38859e-06,8.57396e-10,1,7.98,0,0,7.98,1
799,2.3898e-06,8.35627e-10,1,7.99,0,0,7.99,1
800,2.391e-06,8.14332e-10,1,8,0,0,8,1
801,2.39219e-06,7.93506e-10,1,8.01,0,0,8.01,1
802,2.39337e-06,7.73143e-10,1,8.02,0,0,8.02,1
803,2.39454e-06,7.53239e-10,1,8.03,0,0,8.03,1
804,2.39569e-06,7.33784e-10,1,8.04,0,0,8.04,1
805,2.39684e-06,7.14776e-10,1,8.05,0,0,8.05,1
806,2.39797e-06,6.96209e-10,1,8.06,0,0,8.06,1
807,2.3991e-06,6.78079e-10,1,8.07,0,0,8.07,1
808,2.40021e-06,6.60377e-10,1,8.08,0,0,8.08,1
809,2.40131e-06,6.43101e-10,1,8.09,0,0,8.09,1
810,2.40241e-06,6.26244e-10,1,8.1,0,0,8.1,1
811,2.40349e-06,6.09805e-10,1,8.11,0,0,8.11,1
812,2.40456e-06,5.93775e-10,1,8.12,0,0,8.12,1
813,2.40562e-06,5.7815e-10,1,8.13,0,0,8.13,1
814,2.40668e-06,5.62927e-10,1,8.14,0,0,8.14,1
815,2.40772e-06,5.48102e-10,1,8.15,0,0,8.15,1
816,2.40875e-06,5.33668e-10,1,8.16,0,0,8.16,1
817,2.40978e-06,5.19622e-10,1,8.17,0,0,8.17,1
818,2.41079e-06,5.0596e-10,1,8.18,0,0,8.18,1
819,2.4118e-06,4.92679e-10,1,8.19,0,0,8.19,1
820,2.41279e-06,4.79771e-10,1,8.2,0,0,8.2,1
821,2.41378e-06,4.67235e-10,1,8.21,0,0,8.21,1
822,2.41476e-06,4.55066e-10,1,8.22,0,0,8.22,1
823,2.41573e-06,4.43262e-10,1,8.23,0,0,8.23,1
824,2.41669e-06,4.31816e-10,1,8.24,0,0,8.24,1
825,2.41764e-06,4.20726e-10,1,8.25,0,0,8.25,1
826,2.41858e-06,4.09989e-10,1,8.26,0,0,8.26,1
827,2.41952e-06,3.996e-10,1,8.27,0,0,8.27,1
828,2.42044e-06,3.89556e-10,1,8.28,0,0,8.28,1
829,2.42136e-06,3.79854e-10,1,8.29,0,0,8.29,1
830,2.42227e-06,3.70489e-10,1,8.3,0,0,8.3,1
831,2.42317e-06,3.61459e-10,1,8.31,0,0,8.31,1
832,2.42407e-06,3.52761e-10,1,8.32,0,0,8.32,1
833,2.42495e-06,3.44389e-10,1,8.33,0,0,8.33,1
834,2.42583e-06,3.36343e-10,1,8.34,0,0,8.34,1
835,2.4267e-06,3.28618e-10,1,8.35,0,0,8.35,1
836,2.42756e-06,3.21213e-10,1,8.36,0,0,8.36,1
837,2.42842e-06,3.14122e-10,1,8.37,0,0,8.37,1
838,2.42926e-06,3.07343e-10,1,8.38,0,0,8.38,1
839,2.4301e-06,3.00873e-10,1,8.39,0,0,8.39,1
840,2.43093e-06,2.94711e-10,1,8.4,0,0,8.4,1
841,2.43176e-06,2.88851e-10,1,8.41,0,0,8.41,1
842,2.43257e-06,2.83292e-10,1,8.42,0,0,8.42,1
843,2.43338e-06,2.78031e-10,1,8.43,0,0,8.43,1
844,2.43419e-06,2.73066e-10,1,8.44,0,0,8.44,1
845,2.43498e-06,2.68392e-10,1,8.45,0,0,8.45,1
846,2.43577e-06,2.64009e-10,1,8.46,0,0,8.46,1
847,2.43655e-06,2.59912e-10,1,8.47,0,0,8.47,1
848,2.43732e-06,2.561e-10,1,8.48,0,0,8.48,1
849,2.43809e-06,2.5257e-10,1,8.49,0,0,8.49,1
850,2.43885e-06,2.49319e-10,1,8.5,0,0,8.5,1
851,2.43961e-06,2.46345e-10,1,8.51,0,0,8.51,1
852,2.44035e-06,2.43645e-10,1,8.52,0,0,8.52,1
853,2.44109e-06,2.41218e-10,1,8.53,0,0,8.53,1
854,2.44183e-06,2.39061e-10,1,8.54,0,0,8.54,1
855,2.44255e-06,2.37171e-10,1,8.55,0,0,8.55,1
856,2.44328e-06,2.35546e-10,1,8.56,0,0,8.56,1
857,2.44399e-06,2.34183e-10,1,8.57,0,0,8.57,1
858,2.4447e-06,2.33082e-10,1,8.58,0,0,8.58,1
859,2.4454e-06,2.32239e-10,1,8.59,0,0,8.59,1
860,2.4461e-06,2.31652e-10,1,8.6,0,0,8.6,1
861,2.44678e-06,2.31319e-10,1,8.61,0,0,8.61,1
862,2.44747e-06,2.31238e-10,1,8.62,0,0,8.62,1
863,2.44814e-06,2.31406e-10,1,8.63,0,0,8.63,1
864,2.44882e-06,2.31823e-10,1,8.64,0,0,8.64,1
865,2.44948e-06,2.32485e-10,1,8.65,0,0,8.65,1
866,2.45014e-06,2.33392e-10,1,8.66,0,0,8.66,1
867,2.45079e-06,2.34539e-10,1,8.67,0,0,8.67,1
868,2.45144e-06,2.35927e-10,1,8.68,0,0,8.68,1
869,2.45208e-06,2.37553e-10,1,8.69,0,0,8.69,1
870,2.45289e-06,2.11527e-10,1,8.7,0,0,8.7,1
871,2.45374e-06,1.87715e-10,1,8.71,0,0,8.71,1
872,2.45458e-06,1.6443e-10,1,8.72,0,0,8.72,1
873,2.45541e-06,1.41776e-10,1,8.73,0,0,8.73,1
874,2.45622e-06,1.19737e-10,1,8.74,0,0,8.74,1
875,2.45702e-06,9.83016e-11,1,8.75,0,0,8.75,1
876,2.45782e-06,7.74585e-11,1,8.76,0,0,8.76,1
877,2.4586e-06,5.71956e-11,1,8.77,0,0,8.77,1
878,2.45936e-06,3.75035e-11,1,8.78,0,0,8.78,1
879,2.46012e-06,1.83676e-11,1,8.79,0,0,8.79,1
880,2.46087e-06,-2.21069e-13,1,8.8,0,0,8.8,1
881,2.4616e-06,-1.82726e-11,1,8.81,0,0,8.81,1
882,2.46233e-06,-3.57954e-11,1,8.82,0,0,8.82,1
883,2.46304e-06,-5.28024e-11,1,8.83,0,0,8.83,1
884,2.46375e-06,-6.93014e-11,1,8.84,0,0,8.84,1
885,2.46444e-06,-8.53014e-11,1,8.85,0,0,8.85,1
886,2.46513e-06,-1.0081e-10,1,8.86,0,0,8.86,1
887,2.4658e-06,-1.15838e-10,1,8.87,0,0,8.87,1
888,2.46647e-06,-1.30393e-10,1,8.88,0,0,8.88,1
889,2.46712e-06,-1.44483e-10,1,8.89,0,0,8.89,1
890,2.46777e-06,-1.58115e-10,1,8.9,0,0,8.9,1
891,2.46841e-06,-1.71298e-10,1,8.91,0,0,8.91,1
892,2.46904e-06,-1.84038e-10,1,8.92,0,0,8.92,1
893,2.46966e-06,-1.96344e-10,1,8.93,0,0,8.93,1
894,2.47027e-06,-2.08221e-10,1,8.94,0,0,8.94,1
895,2.47088e-06,-2.19677e-10,1,8.95,0,0,8.95,1
896,2.47147e-06,-2.30719e-10,1,8.96,0,0,8.96,1
897,2.47206e-06,-2.41354e-10,1,8.97,0,0,8.97,1
898,2.47264e-06,-2.51585e-10,1,8.98,0,0,8.98,1
899,2.47321e-06,-2.61422e-10,1,8.99,0,0,8.99,1
900,2.47377e-06,-2.7087e-10,1,9,0,0,9,1
901,2.47433e-06,-2.79934e-10,1,9.01,0,0,9.01,1
902,2.47488e-06,-2.8862e-10,1,9.02,0,0,9.02,1
903,2.47542e-06,-2.96932e-10,1,9.03,0,0,9.03,1
904,2.47595e-06,-3.04879e-10,1,9.04,0,0,9.04,1
905,2.47648e-06,-3.12464e-10,1,9.05,0,0,9.05,1
906,2.477e-06,-3.19693e-10,1,9.06,0,0,9.06,1
907,2.47751e-06,-3.26569e-10,1,9.07,0,0,9.07,1
908,2.47802e-06,-3.331e-10,1,9.08,0,0,9.08,1
909,2.47852e-06,-3.39289e-10,1,9.09,0,0,9.09,1
910,2.47901e-06,-3.45142e-10,1,9.1,0,0,9.1,1
911,2.47949e-06,-3.50661e-10,1,9.11,0,0,9.11,1
912,2.47997e-06,-3.55853e-10,1,9.12,0,0,9.12,1
913,2.48044e-06,-3.60722e-10,1,9.13,0,0,9.13,1
914,2.48091e-06,-3.65271e-10,1,9.14,0,0,9.14,1
915,2.48137e-06,-3.69506e-10,1,9.15,0,0,9.15,1
916,2.48182e-06,-3.73429e-10,1,9.16,0,0,9.16,1
917,2.48227e-06,-3.77046e-10,1,9.17,0,0,9.17,1
918,2.48271e-06,-3.80361e-10,1,9.18,0,0,9.18,1
919,2.48315e-06,-3.83376e-10,1,9.19,0,0,9.19,1
920,2.48358e-06,-3.86096e-10,1,9.2,0,0,9.2,1
921,2.484e-06,-3.88524e-10,1,9.21,0,0,9.21,1
922,2.48442e-06,-3.90665e-10,1,9.22,0,0,9.22,1
923,2.48483e-06,-3.92521e-10,1,9.23,0,0,9.23,1
924,2.48524e-06,-3.94096e-10,1,9.24,0,0,9.24,1
925,2.48564e-06,-3.95394e-10,1,9.25,0,0,9.25,1
926,2.48603e-06,-3.96418e-10,1,9.26,0,0,9.26,1
927,2.48642e-06,-3.97171e-10,1,9.27,0,0,9.27,1
928,2.48681e-06,-3.97656e-10,1,9.28,0,0,9.28,1
929,2.48719e-06,-3.97877e-10,1,9.29,0,0,9.29,1
930,2.48756e-06,-3.97836e-10,1,9.3,0,0,9.3,1
931,2.48793e-06,-3.97537e-10,1,9.31,0,0,9.31,1
932,2.48829e-06,-3.96983e-10,1,9.32,0,0,9.32,1
933,2.48865e-06,-3.96176e-10,1,9.33,0,0,9.33,1
934,2.48901e-06,-3.95119e-10,1,9.34,0,0,9.34,1
935,2.48936e-06,-3.93815e-10,1,9.35,0,0,9.35,1
936,2.4897e-06,-3.92267e-10,1,9.36,0,0,9.36,1
937,2.49004e-06,-3.90478e-10,1,9.37,0,0,9.37,1
938,2.49037e-06,-3.8845e-10,1,9.38,0,0,9.38,1
939,2.4907e-06,-3.86186e-10,1,9.39,0,0,9.39,1
940,2.49103e-06,-3.83688e-10,1,9.4,0,0,9.4,1
941,2.49135e-06,-3.80959e-10,1,9.41,0,0,9.41,1
942,2.49167e-06,-3.78001e-10,1,9.42,0,0,9.42,1
943,2.49198e-06,-3.74817e-10,1,9.43,0,0,9.43,1
944,2.49228e-06,-3.7141e-10,1,9.44,0,0,9.44,1
945,2.49259e-06,-3.6778e-10,1,9.45,0,0,9.45,1
946,2.49289e-06,-3.63932e-10,1,9.46,0,0,9.46,1
947,2.49318e-06,-3.59866e-10,1,9.47,0,0,9.47,1
948,2.49347e-06,-3.55586e-10,1,9.48,0,0,9.48,1
949,2.49375e-06,-3.51093e-10,1,9.49,0,0,9.49,1
950,2.49404e-06,-3.46389e-10,1,9.5,0,0,9.5,1
951,2.49431e-06,-3.41477e-10,1,9.51,0,0,9.51,1
952,2.49459e-06,-3.36359e-10,1,9.52,0,0,9.52,1
953,2.49485e-06,-3.31037e-10,1,9.53,0,0,9.53,1
954,2.49512e-06,-3.25513e-10,1,9.54,0,0,9.54,1
955,2.49538e-06,-3.19788e-10,1,9.55,0,0,9.55,1
956,2.49564e-06,-3.13864e-10,1,9.56,0,0,9.56,1
957,2.49589e-06,-3.07745e-10,1,9.57,0,0,9.57,1
958,2.49614e-06,-3.01431e-10,1,9.58,0,0,9.58,1
959,2.49638e-06,-2.94924e-10,1,9.59,0,0,9.59,1
960,2.49663e-06,-2.88227e-10,1,9.6,0,0,9.6,1
961,2.49686e-06,-2.8134e-10,1,9.61,0,0,9.61,1
962,2.4971e-06,-2.74266e-10,1,9.62,0,0,9.62,1
963,2.49733e-06,-2.67007e-10,1,9.63,0,0,9.63,1
964,2.49755e-06,-2.59563e-10,1,9.64,0,0,9.64,1
965,2.49778e-06,-2.51938e-10,1,9.65,0,0,9.65,1
966,2.49799e-06,-2.44132e-10,1,9.66,0,0,9.66,1
967,2.49821e-06,-2.36147e-10,1,9.67,0,0,9.67,1
968,2.49842e-06,-2.27984e-10,1,9.68,0,0,9.68,1
969,2.49863e-06,-2.19647e-10,1,9.69,0,0,9.69,1
970,2.49884e-06,-2.11135e-10,1,9.7,0,0,9.7,1
971,2.49904e-06,-2.0245e-10,1,9.71,0,0,9.71,1
972,2.49924e-06,-1.93594e-10,1,9.72,0,0,9.72,1
973,2.49943e-06,-1.8457e-10,1,9.73,0,0,9.73,1
974,2.49962e-06,-1.75376e-10,1,9.74,0,0,9.74,1
975,2.49981e-06,-1.66016e-10,1,9.75,0,0,9.75,1
976,2.5e-06,-1.5649e-10,1,9.76,0,0,9.76,1
977,2.50018e-06,-1.46801e-10,1,9.77,0,0,9.77,1
978,2.50036e-06,-1.3695e-10,1,9.78,0,0,9.78,1
979,2.50053e-06,-1.26937e-10,1,9.79,0,0,9.79,1
980,2.5007e-06,-1.16765e-10,1,9.8,0,0,9.8,1
981,2.50087e-06,-1.06434e-10,1,9.81,0,0,9.81,1
982,2.50104e-06,-9.5947e-11,1,9.82,0,0,9.82,1
983,2.5012e-06,-8.53032e-11,1,9.83,0,0,9.83,1
984,2.50136e-06,-7.4505e-11,1,9.84,0,0,9.84,1
985,2.50152e-06,-6.35536e-11,1,9.85,0,0,9.85,1
986,2.50167e-06,-5.24512e-11,1,9.86,0,0,9.86,1
987,2.50182e-06,-4.1197e-11,1,9.87,0,0,9.87,1
988,2.50197e-06,-2.97933e-11,1,9.88,0,0,9.88,1
989,2.50211e-06,-1.82412e-11,1,9.89,0,0,9.89,1
990,2.50225e-06,-6.54303e-12,1,9.9,0,0,9.9,1
991,2.50239e-06,5.30225e-12,1,9.91,0,0,9.91,1
992,2.50253e-06,1.72924e-11,1,9.92,0,0,9.92,1
993,2.50266e-06,2.94263e-11,1,9.93,0,0,9.93,1
994,2.50279e-06,4.17016e-11,1,9.94,0,0,9.94,1
995,2.50292e-06,5.41196e-11,1,9.95,0,0,9.95,1
996,2.50304e-06,6.6678e-11,1,9.96,0,0,9.96,1
997,2.50316e-06,7.93757e-11,1,9.97,0,0,9.97,1
998,2.50328e-06,9.22105e-11,1,9.98,0,0,9.98,1
999,2.5034e-06,1.05184e-10,1,9.99,0,0,9.99,1
1000,2.50351e-06,1.18293e-10,1,10,0,0,10,1
